user_id,survey_date,company_size,confusion_during_onboarding,feature_request,nps_score
USR00650,2024-11-08,5-20,How much info should a task have?,Unclear what tasks should look like,7
USR00651,2024-11-08,5-20,No idea what my first task should be,Didn't know what to create,7
USR00652,2024-11-12,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,8
USR00653,2024-11-21,100+,"Coming from Asana, I expected some starter templates",Needed examples or templates,7
USR00654,2024-11-26,5-20,How much info should a task have?,Unclear what tasks should look like,8
USR00655,2024-11-14,5-20,Wish there was some guidance on what to create,Didn't know what to create,7
USR00656,2024-11-27,5-20,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,7
USR00657,2024-11-09,21-99,"Coming from Asana, I expected some starter templates",Needed examples or templates,6
USR00658,2024-11-14,100+,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,4
USR00659,2024-11-25,5-20,What makes a good task vs a bad one?,Unclear what tasks should look like,8
USR00660,2024-11-04,5-20,No idea what my first task should be,Didn't know what to create,4
USR00661,2024-11-05,21-99,Some examples would have been super helpful,Needed examples or templates,5
USR00662,2024-11-11,5-20,Show me what good looks like with samples,Needed examples or templates,4
USR00663,2024-11-22,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,6
USR00664,2024-11-01,100+,"Coming from Asana, I expected some starter templates",Needed examples or templates,8
USR00665,2024-11-26,5-20,The empty project was intimidating,Felt overwhelmed by blank canvas,4
USR00666,2024-11-03,21-99,Not sure what level of detail to use,Unclear what tasks should look like,7
USR00667,2024-11-07,5-20,Unclear on the format for tasks,Unclear what tasks should look like,7
USR00668,2024-11-15,21-99,Felt lost staring at an empty screen,Felt overwhelmed by blank canvas,6
USR00669,2024-11-08,21-99,The empty project was intimidating,Felt overwhelmed by blank canvas,8
USR00670,2024-11-20,5-20,Expected some direction on where to start,Didn't know what to create,8
USR00671,2024-11-11,100+,Show me what good looks like with samples,Needed examples or templates,5
USR00672,2024-11-05,5-20,Unclear on the format for tasks,Unclear what tasks should look like,6
USR00673,2024-11-05,100+,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,6
USR00674,2024-11-21,5-20,Expected some direction on where to start,Didn't know what to create,4
USR00675,2024-11-07,100+,Not sure what level of detail to use,Unclear what tasks should look like,8
USR00676,2024-11-10,5-20,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,5
USR00677,2024-11-11,5-20,Show me what good looks like with samples,Needed examples or templates,4
USR00678,2024-11-24,21-99,Expected some direction on where to start,Didn't know what to create,7
USR00679,2024-11-22,5-20,Some examples would have been super helpful,Needed examples or templates,4
USR00680,2024-11-21,5-20,Expected some direction on where to start,Didn't know what to create,8
USR00681,2024-11-11,21-99,Unclear on the format for tasks,Unclear what tasks should look like,4
USR00682,2024-11-21,5-20,Some examples would have been super helpful,Needed examples or templates,8
USR00683,2024-11-07,5-20,No idea what my first task should be,Didn't know what to create,4
USR00684,2024-11-17,5-20,No idea what my first task should be,Didn't know what to create,5
USR00685,2024-11-23,21-99,Felt lost staring at an empty screen,Felt overwhelmed by blank canvas,4
USR00686,2024-11-06,5-20,Show me what good looks like with samples,Needed examples or templates,5
USR00687,2024-11-29,5-20,Wish there was some guidance on what to create,Didn't know what to create,8
USR00688,2024-11-03,5-20,No idea what my first task should be,Didn't know what to create,4
USR00689,2024-11-03,100+,Just sat there confused about what to put in,Didn't know what to create,7
USR00690,2024-11-13,100+,No idea what my first task should be,Didn't know what to create,8
USR00691,2024-11-18,21-99,Not sure what level of detail to use,Unclear what tasks should look like,5
USR00692,2024-11-17,100+,Just sat there confused about what to put in,Didn't know what to create,6
USR00693,2024-11-02,5-20,Would love to see templates for common use cases,Needed examples or templates,5
USR00694,2024-11-22,21-99,Some examples would have been super helpful,Needed examples or templates,7
USR00695,2024-11-16,5-20,No idea what my first task should be,Didn't know what to create,6
USR00696,2024-11-25,5-20,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,7
USR00697,2024-11-11,5-20,Not sure what level of detail to use,Unclear what tasks should look like,5
USR00698,2024-11-30,5-20,Some examples would have been super helpful,Needed examples or templates,7
USR00699,2024-11-09,21-99,Blank slate made me anxious,Felt overwhelmed by blank canvas,6
USR00700,2024-11-08,5-20,Blank slate made me anxious,Felt overwhelmed by blank canvas,7
USR00701,2024-11-24,5-20,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,8
USR00702,2024-11-05,100+,Just sat there confused about what to put in,Didn't know what to create,8
USR00703,2024-11-19,21-99,Blank slate made me anxious,Felt overwhelmed by blank canvas,4
USR00704,2024-11-25,21-99,Just sat there confused about what to put in,Didn't know what to create,7
USR00705,2024-11-29,5-20,Wish there was some guidance on what to create,Didn't know what to create,4
USR00706,2024-11-11,5-20,Just sat there confused about what to put in,Didn't know what to create,7
USR00707,2024-11-02,21-99,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,4
USR00708,2024-11-20,5-20,Would love to see templates for common use cases,Needed examples or templates,4
USR00709,2024-11-28,5-20,Wish there was some guidance on what to create,Didn't know what to create,4
USR00710,2024-11-06,100+,Some examples would have been super helpful,Needed examples or templates,4
USR00711,2024-11-08,100+,Blank slate made me anxious,Felt overwhelmed by blank canvas,7
USR00712,2024-11-07,21-99,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,5
USR00713,2024-11-08,5-20,Unclear on the format for tasks,Unclear what tasks should look like,5
USR00714,2024-11-09,100+,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,6
USR00715,2024-11-28,100+,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,5
USR00716,2024-11-13,5-20,Would love to see templates for common use cases,Needed examples or templates,5
USR00717,2024-11-09,21-99,Some examples would have been super helpful,Needed examples or templates,4
USR00718,2024-11-22,5-20,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,8
USR00719,2024-11-30,100+,Unclear on the format for tasks,Unclear what tasks should look like,7
USR00720,2024-11-14,21-99,How much info should a task have?,Unclear what tasks should look like,7
USR00721,2024-11-01,5-20,"Coming from Asana, I expected some starter templates",Needed examples or templates,7
USR00722,2024-11-18,21-99,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,8
USR00723,2024-11-28,5-20,Expected some direction on where to start,Didn't know what to create,5
USR00724,2024-11-06,100+,No idea what my first task should be,Didn't know what to create,5
USR00725,2024-11-05,5-20,Felt lost staring at an empty screen,Felt overwhelmed by blank canvas,5
USR00726,2024-11-12,5-20,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,8
USR00727,2024-11-12,5-20,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,8
USR00728,2024-11-20,5-20,Show me what good looks like with samples,Needed examples or templates,5
USR00729,2024-11-03,5-20,No idea what my first task should be,Didn't know what to create,6
USR00730,2024-11-13,5-20,No idea what my first task should be,Didn't know what to create,8
USR00731,2024-11-05,5-20,Wish there was some guidance on what to create,Didn't know what to create,8
USR00732,2024-11-01,5-20,Show me what good looks like with samples,Needed examples or templates,7
USR00733,2024-11-12,5-20,Show me what good looks like with samples,Needed examples or templates,8
USR00734,2024-11-23,5-20,No idea what my first task should be,Didn't know what to create,5
USR00735,2024-11-25,100+,Just sat there confused about what to put in,Didn't know what to create,5
USR00736,2024-11-28,5-20,Unclear on the format for tasks,Unclear what tasks should look like,7
USR00737,2024-11-10,21-99,Just sat there confused about what to put in,Didn't know what to create,4
USR00738,2024-11-22,21-99,Expected some direction on where to start,Didn't know what to create,5
USR00739,2024-11-28,5-20,Show me what good looks like with samples,Needed examples or templates,8
USR00740,2024-11-26,100+,Would love to see templates for common use cases,Needed examples or templates,7
USR00741,2024-11-07,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,8
USR00742,2024-11-10,5-20,No idea what my first task should be,Didn't know what to create,7
USR00743,2024-11-29,5-20,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,5
USR00744,2024-11-23,100+,Show me what good looks like with samples,Needed examples or templates,6
USR00745,2024-11-26,100+,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,4
USR00746,2024-11-14,21-99,No idea what my first task should be,Didn't know what to create,4
USR00747,2024-11-08,21-99,The empty project was intimidating,Felt overwhelmed by blank canvas,7
USR00748,2024-11-14,5-20,Would love to see templates for common use cases,Needed examples or templates,5
USR00749,2024-11-17,5-20,Blank slate made me anxious,Felt overwhelmed by blank canvas,4
USR00750,2024-11-10,100+,Some examples would have been super helpful,Needed examples or templates,5
USR00751,2024-11-06,100+,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,4
USR00752,2024-11-17,5-20,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,7
USR00753,2024-11-24,100+,The empty project was intimidating,Felt overwhelmed by blank canvas,5
USR00754,2024-11-28,5-20,Just sat there confused about what to put in,Didn't know what to create,8
USR00755,2024-11-01,100+,Wish there was some guidance on what to create,Didn't know what to create,5
USR00756,2024-11-17,21-99,What makes a good task vs a bad one?,Unclear what tasks should look like,5
USR00757,2024-11-29,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,7
USR00758,2024-11-13,100+,Just sat there confused about what to put in,Didn't know what to create,5
USR00759,2024-11-28,21-99,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,5
USR00760,2024-11-30,21-99,Need guidance on task structure,Unclear what tasks should look like,8
USR00761,2024-11-07,5-20,The empty project was intimidating,Felt overwhelmed by blank canvas,7
USR00762,2024-11-03,21-99,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,8
USR00763,2024-11-17,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,6
USR00764,2024-11-21,21-99,Felt lost staring at an empty screen,Felt overwhelmed by blank canvas,7
USR00765,2024-11-04,5-20,No idea what my first task should be,Didn't know what to create,5
USR00766,2024-11-25,5-20,Blank slate made me anxious,Felt overwhelmed by blank canvas,7
USR00767,2024-11-19,100+,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,5
USR00768,2024-11-19,21-99,Expected some direction on where to start,Didn't know what to create,5
USR00769,2024-11-06,5-20,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,8
USR00770,2024-11-03,5-20,The empty project was intimidating,Felt overwhelmed by blank canvas,8
USR00771,2024-11-19,100+,Just sat there confused about what to put in,Didn't know what to create,7
USR00772,2024-11-18,5-20,How much info should a task have?,Unclear what tasks should look like,7
USR00773,2024-11-20,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,6
USR00774,2024-11-25,5-20,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,6
USR00775,2024-11-24,21-99,Expected some direction on where to start,Didn't know what to create,6
USR00776,2024-11-08,5-20,"Too many options, didn't know where to start",Felt overwhelmed by blank canvas,6
USR00777,2024-11-02,21-99,Show me what good looks like with samples,Needed examples or templates,7
USR00778,2024-11-27,5-20,Need guidance on task structure,Unclear what tasks should look like,5
USR00779,2024-11-17,100+,No idea what my first task should be,Didn't know what to create,7
USR00780,2024-11-21,5-20,Expected some direction on where to start,Didn't know what to create,8
USR00781,2024-11-19,5-20,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,6
USR00782,2024-11-24,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,8
USR00783,2024-11-14,21-99,Just sat there confused about what to put in,Didn't know what to create,5
USR00784,2024-11-27,5-20,Overwhelmed by the lack of structure,Felt overwhelmed by blank canvas,6
USR00785,2024-11-26,5-20,Unclear on the format for tasks,Unclear what tasks should look like,8
USR00786,2024-11-28,5-20,Expected some direction on where to start,Didn't know what to create,4
USR00787,2024-11-27,5-20,Would love to see templates for common use cases,Needed examples or templates,7
USR00788,2024-11-16,5-20,I signed up but stared at the empty project for 5 minutes not knowing what to do,Didn't know what to create,7
USR00789,2024-11-09,5-20,Would love to see templates for common use cases,Needed examples or templates,8
USR00790,2024-11-04,100+,Wish there was some guidance on what to create,Didn't know what to create,4
USR00791,2024-11-01,5-20,Just sat there confused about what to put in,Didn't know what to create,8
USR00792,2024-11-22,100+,Need guidance on task structure,Unclear what tasks should look like,7
USR00793,2024-11-11,100+,Felt lost staring at an empty screen,Felt overwhelmed by blank canvas,6
USR00794,2024-11-25,5-20,Some examples would have been super helpful,Needed examples or templates,4
USR00795,2024-11-15,5-20,Wish there were example tasks so I could see what a good task looks like,Needed examples or templates,6
USR00796,2024-11-28,100+,No idea what my first task should be,Didn't know what to create,4
USR00797,2024-11-18,5-20,Just sat there confused about what to put in,Didn't know what to create,8
USR00798,2024-11-20,5-20,Blank slate made me anxious,Felt overwhelmed by blank canvas,5
USR00799,2024-11-26,5-20,Unclear on the format for tasks,Unclear what tasks should look like,4
USR00800,2024-11-10,5-20,Wish there was some guidance on what to create,Didn't know what to create,4
